SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
3351_1	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	CAMK2B	NA	Yes	Q13554	human	Protein	ENSG00000058404	816	HGNC:1461
3352_80	Carbonic anhydrase 6	Carbonic anhydrase 6	CA6	NA	Yes	P23280	human	Protein	ENSG00000131686	765	HGNC:1380
3356_50	Carbonic anhydrase VII	Carbonic anhydrase 7	CA7	NA	Yes	P43166	human	Protein	ENSG00000168748	766	HGNC:1381
3357_67	CDK2/cyclin A	Cyclin-dependent kinase 2:Cyclin-A2 complex	CDK2|CCNA2	multiple gene id	No	P24941|P20248	human	Protein	ENSG00000123374|ENSG00000145386	1017|890	HGNC:1578|HGNC:1771
3358_51	CDK5/p35	Cyclin-dependent kinase 5:Cyclin-dependent kinase 5 activator 1 complex	CDK5|CDK5R1	multiple gene id	No	Q00535|Q15078	human	Protein	ENSG00000164885|ENSG00000176749	1020|8851	HGNC:1774|HGNC:1775
3359_11	CDK8/cyclin C	Cyclin-dependent kinase 8:Cyclin-C complex	CDK8|CCNC	multiple gene id	No	P49336|P24863	human	Protein	ENSG00000132964|ENSG00000112237	1024|892	HGNC:1581|HGNC:1779
3361_26	CLC4K	C-type lectin domain family 4 member K	CD207	NA	Yes	Q9UJ71	human	Protein	ENSG00000116031	50489	HGNC:17935
3362_61	CRDL1	Chordin-like protein 1	CHRDL1	NA	Yes	Q9BU40	human	Protein	ENSG00000101938	91851	HGNC:29861
3363_31	CSK	Tyrosine-protein kinase CSK	CSK	NA	Yes	P41240	human	Protein	ENSG00000103653	1445	HGNC:2444
3364_76	Cathepsin V	Cathepsin L2	CTSV	NA	Yes	O60911	human	Protein	ENSG00000136943	1515	HGNC:2538
3365_7	Dkk-4	Dickkopf-related protein 4	DKK4	NA	Yes	Q9UBT3	human	Protein	ENSG00000104371	27121	HGNC:2894
3366_51	ECM1	Extracellular matrix protein 1	ECM1	NA	Yes	Q16610	human	Protein	ENSG00000143369	1893	HGNC:3153
3367_8	FETUB	Fetuin-B	FETUB	NA	Yes	Q9UGM5	human	Protein	ENSG00000090512	26998	HGNC:3658
3373_5	Granzyme H	Granzyme H	GZMH	NA	Yes	P20718	human	Protein	ENSG00000100450	2999	HGNC:4710
3374_49	HCK	Tyrosine-protein kinase HCK	HCK	NA	Yes	P08631	human	Protein	ENSG00000101336	3055	HGNC:4840
3376_49	IL-17 RD	Interleukin-17 receptor D	IL17RD	NA	Yes	Q8NFM7	human	Protein	ENSG00000144730	54756	HGNC:17616
3378_49	Kallikrein 7	Kallikrein-7	KLK7	NA	Yes	P49862	human	Protein	ENSG00000169035	5650	HGNC:6368
3379_29	KPCI	Protein kinase C iota type	PRKCI	NA	Yes	P41743	human	Protein	ENSG00000163558	5584	HGNC:9404
3381_24	LYNB	Tyrosine-protein kinase Lyn, isoform B	LYN	NA	Yes	P07948	human	Protein	ENSG00000249529	4067	HGNC:6735
3387_1	PAK3	Serine/threonine-protein kinase PAK 3	PAK3	NA	Yes	O75914	human	Protein	ENSG00000077264	5063	HGNC:8592
3388_58	PAK7	Serine/threonine-protein kinase PAK 5	PAK7	NA	Yes	Q9P286	human	Protein	ENSG00000101349	57144	HGNC:15916
3389_7	PCI	Plasma serine protease inhibitor	SERPINA5	NA	Yes	P05154	human	Protein	ENSG00000188488	5104	HGNC:8723
3390_72	PIK3CA/PIK3R1	PIK3CA/PIK3R1	PIK3CA|PIK3R1	multiple gene id	No	P42336|P27986	human	Protein	ENSG00000121879|ENSG00000145675	5290|5295	HGNC:8979|HGNC:8975
3391_10	PK3CG	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PIK3CG	NA	Yes	P48736	human	Protein	ENSG00000105851	5294	HGNC:8978
3392_68	PKB a/b/g	RAC-alpha/beta/gamma serine/threonine-protein kinase	AKT1|AKT2|AKT3	multiple gene id	No	P31749|P31751|Q9Y243	human	Protein	ENSG00000117020	207|208|10000	HGNC:393
3394_81	PLK-1	Serine/threonine-protein kinase PLK1	PLK1	NA	Yes	P53350	human	Protein	ENSG00000166851	5347	HGNC:9077
3396_54	Renin	Renin	REN	NA	Yes	P00797	human	Protein	ENSG00000143839	5972	HGNC:9958
3397_7	SHP-2	Tyrosine-protein phosphatase non-receptor type 11	PTPN11	NA	Yes	Q06124	human	Protein	ENSG00000179295	5781	HGNC:9644
3399_31	STAB2	Stabilin-2	STAB2	NA	Yes	Q8WWQ8	human	Protein	ENSG00000136011	55576	HGNC:18629
3400_49	TBK1	Serine/threonine-protein kinase TBK1	TBK1	NA	Yes	Q9UHD2	human	Protein	ENSG00000183735	29110	HGNC:11584
3401_8	TCPTP	Tyrosine-protein phosphatase non-receptor type 2	PTPN2	NA	Yes	P17706	human	Protein	ENSG00000175354	5771	HGNC:9650
3403_1	TPSB2	Tryptase beta-2	TPSB2	NA	Yes	P20231	human	Protein	ENSG00000172236	64499	HGNC:14120
3404_51	TPSG1	Tryptase gamma	TPSG1	NA	Yes	Q9NRR2	human	Protein	ENSG00000116176	25823	HGNC:14134
3405_6	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1	UFC1	NA	Yes	Q9Y3C8	human	Protein	ENSG00000143222	51506	HGNC:26941
3412_7	Bcl-2	Apoptosis regulator Bcl-2	BCL2	NA	Yes	P10415	human	Protein	ENSG00000171791	596	HGNC:990
3413_50	BFL1	Bcl-2-related protein A1	BCL2A1	NA	Yes	Q16548	human	Protein	ENSG00000140379	597	HGNC:991
3414_40	BMX	Cytoplasmic tyrosine-protein kinase BMX	BMX	NA	Yes	P51813	human	Protein	ENSG00000102010	660	HGNC:1079
3415_61	BSP	Bone sialoprotein 2	IBSP	NA	Yes	P21815	human	Protein	ENSG00000029559	3381	HGNC:5341
3418_12	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	CAMK1D	NA	Yes	Q8IU85	human	Protein	ENSG00000183049	57118	HGNC:19341
3419_49	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	NA	Yes	Q13557	human	Protein	ENSG00000145349	817	HGNC:1462
3420_21	Carbonic anhydrase XIII	Carbonic anhydrase 13	CA13	NA	Yes	Q8N1Q1	human	Protein	ENSG00000185015	377677	HGNC:14914
3421_54	CD30 Ligand	Tumor necrosis factor ligand superfamily member 8	TNFSF8	NA	Yes	P32971	human	Protein	ENSG00000106952	944	HGNC:11938
3422_4	CDK1/cyclin B	Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex	CDC2|CCNB1	multiple gene id	No	P06493|P14635	human	Protein	ENSG00000170312|ENSG00000134057	983|891	HGNC:1579|HGNC:1722
3423_59	Chymase	Chymase	CMA1	NA	Yes	P23946	human	Protein	ENSG00000092009	1215	HGNC:2097
3427_63	CSK21	Casein kinase II subunit alpha	CSNK2A1	NA	Yes	P68400	human	Protein	ENSG00000101266	1457	HGNC:2457
3431_54	EphA1	Ephrin type-A receptor 1	EPHA1	NA	Yes	P21709	human	Protein	ENSG00000146904	2041	HGNC:3385
3432_21	EPHA3	Ephrin type-A receptor 3	EPHA3	NA	Yes	P29320	human	Protein	ENSG00000044524	2042	HGNC:3387
3434_34	FN1.3	Fibronectin Fragment 3	FN1	NA	Yes	P02751	human	Protein	ENSG00000115414	2335	HGNC:3778
3435_53	FN1.4	Fibronectin Fragment 4	FN1	NA	Yes	P02751	human	Protein	ENSG00000115414	2335	HGNC:3778
3437_80	Flt-3	Receptor-type tyrosine-protein kinase FLT3	FLT3	NA	Yes	P36888	human	Protein	ENSG00000122025	2322	HGNC:3765
3438_10	FSTL3	Follistatin-related protein 3	FSTL3	NA	Yes	O95633	human	Protein	ENSG00000070404	10272	HGNC:3973
3440_7	granzyme A	Granzyme A	GZMA	NA	Yes	P12544	human	Protein	ENSG00000145649	3001	HGNC:4708
3441_64	GSK-3 alpha/beta	Glycogen synthase kinase-3 alpha/beta	GSK3A|GSK3B	multiple gene id	No	P49840|P49841	human	Protein	ENSG00000105723	2931|2932	HGNC:4616
3445_53	IL-15 Ra	Interleukin-15 receptor subunit alpha	IL15RA	NA	Yes	Q13261	human	Protein	ENSG00000134470	3601	HGNC:5978
3447_64	IL-8	Interleukin-8	CXCL8	NA	Yes	P10145	human	Protein	ENSG00000169429	3576	HGNC:6025
3448_13	IR	Insulin receptor	INSR	NA	Yes	P06213	human	Protein	ENSG00000171105	3643	HGNC:6091
3449_58	Kallistatin	Kallistatin	SERPINA4	NA	Yes	P29622	human	Protein	ENSG00000100665	5267	HGNC:8948
3450_4	Kallikrein 6	Kallikrein-6	KLK6	NA	Yes	Q92876	human	Protein	ENSG00000167755	5653	HGNC:6367
3452_17	LCK	Tyrosine-protein kinase Lck	LCK	NA	Yes	P06239	human	Protein	ENSG00000182866	3932	HGNC:6524
3453_87	LYN	Tyrosine-protein kinase Lyn	LYN	NA	Yes	P07948	human	Protein	ENSG00000249529	4067	HGNC:6735
3457_57	Periostin	Periostin	POSTN	NA	Yes	Q15063	human	Protein	ENSG00000133110	10631	HGNC:16953
3459_49	PDGF Rb	Platelet-derived growth factor receptor beta	PDGFRB	NA	Yes	P09619	human	Protein	ENSG00000113721	5159	HGNC:8804
3461_58	PGCB	Brevican core protein	BCAN	NA	Yes	Q96GW7	human	Protein	ENSG00000132692	63827	HGNC:23059
3466_8	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	NA	Yes	P17612	human	Protein	ENSG00000072062	5566	HGNC:9380
3469_74	RPS6KA3	Ribosomal protein S6 kinase alpha-3	RPS6KA3	NA	Yes	P51812	human	Protein	ENSG00000177189	6197	HGNC:10432
3470_1	sE-Selectin	E-selectin	SELE	NA	Yes	P16581	human	Protein	ENSG00000007908	6401	HGNC:10718
3471_49	STK16	Serine/threonine-protein kinase 16	STK16	NA	Yes	O75716	human	Protein	ENSG00000115661	8576	HGNC:11394
3472_40	Survivin	Baculoviral IAP repeat-containing protein 5	BIRC5	NA	Yes	O15392	human	Protein	ENSG00000089685	332	HGNC:593
3473_78	Thrombopoietin Receptor	Thrombopoietin Receptor	MPL	NA	Yes	P40238	human	Protein	ENSG00000117400	4352	HGNC:7217
3474_19	Thrombospondin-1	Thrombospondin-1	THBS1	NA	Yes	P07996	human	Protein	ENSG00000137801	7057	HGNC:11785
3477_63	TrkA	High affinity nerve growth factor receptor	NTRK1	NA	Yes	P04629	human	Protein	ENSG00000198400	4914	HGNC:8031
3480_7	DUS3	Dual specificity protein phosphatase 3	DUSP3	NA	Yes	P51452	human	Protein	ENSG00000108861	1845	HGNC:3069
3481_87	XPNPEP1	Xaa-Pro aminopeptidase 1	XPNPEP1	NA	Yes	Q9NQW7	human	Protein	ENSG00000108039	7511	HGNC:12822
3484_60	Angiotensinogen	Angiotensinogen	AGT	NA	Yes	P01019	human	Protein	ENSG00000135744	183	HGNC:333
3485_28	b2-Microglobulin	Beta-2-microglobulin	B2M	NA	Yes	P61769	human	Protein	ENSG00000273686	567	HGNC:914
3486_58	b-ECGF	Fibroblast growth factor 1	FGF1	NA	Yes	P05230	human	Protein	ENSG00000113578	2246	HGNC:3665
3487_32	BLC	C-X-C motif chemokine 13	CXCL13	NA	Yes	O43927	human	Protein	ENSG00000156234	10563	HGNC:10639
3488_64	Catalase	Catalase	CAT	NA	Yes	P04040	human	Protein	ENSG00000121691	847	HGNC:1516
3489_9	CNTF	Ciliary neurotrophic factor	CNTF	NA	Yes	P26441	human	Protein	ENSG00000242689	1270	HGNC:2169
3494_71	FGF-17	Fibroblast growth factor 17	FGF17	NA	Yes	O60258	human	Protein	ENSG00000158815	8822	HGNC:3673
3495_15	GCP-2	C-X-C motif chemokine 6	CXCL6	NA	Yes	P80162	human	Protein	ENSG00000124875	6372	HGNC:10643
3497_13	IFN-aA	Interferon alpha-2	IFNA2	NA	Yes	P01563	human	Protein	ENSG00000188379	3440	HGNC:5423
3499_77	IL-17B	Interleukin-17B	IL17B	NA	Yes	Q9UHF5	human	Protein	ENSG00000127743	27190	HGNC:5982
3503_4	Integrin a1b1	Integrin alpha-I: beta-1 complex	ITGA1|ITGB1	multiple gene id	No	P56199|P05556	human	Protein	ENSG00000213949|ENSG00000150093	3672|3688	HGNC:6134|HGNC:6153
3504_58	LEAP-1	Hepcidin	HAMP	NA	Yes	P81172	human	Protein	ENSG00000105697	57817	HGNC:15598
3505_6	Lymphotoxin a1/b2	Lymphotoxin alpha1:beta2	LTA|LTB	multiple gene id	No	P01374|Q06643	human	Protein	ENSG00000226979|ENSG00000231314	4049|4050	HGNC:6709|HGNC:6711
3506_49	Lymphotoxin a2/b1	Lymphotoxin alpha2:beta1	LTA|LTB	multiple gene id	No	P01374|Q06643	human	Protein	ENSG00000226979|ENSG00000231314	4049|4050	HGNC:6709|HGNC:6711
3507_1	MDH_THETH	Malic dehydrogenase_THETH	mdh	Non-human protein	No	P10584	thermus thermophilus	Non-Human	NA	NA	NA
3508_78	MDC	C-C motif chemokine 22	CCL22	NA	Yes	O00626	human	Protein	ENSG00000102962	6367	HGNC:10621
3512_72	KAD_GEOSE	Adenylate kinase_GEOSE	NA	Non-human protein	No	P27142	geobacillus stearothermophilus (bacillus stearothermophilus)	Non-Human	NA	NA	NA
3516_60	SDF-1	Stromal cell-derived factor 1	CXCL12	NA	Yes	P48061	human	Protein	ENSG00000107562	6387	HGNC:10672
3518_54	TAFI	Carboxypeptidase B2	CPB2	NA	Yes	Q96IY4	human	Protein	ENSG00000080618	1361	HGNC:2300
3519_3	TARC	C-C motif chemokine 17	CCL17	NA	Yes	Q92583	human	Protein	ENSG00000102970	6361	HGNC:10615
3520_58	TGF-b3	Transforming growth factor beta-3	TGFB3	NA	Yes	P10600	human	Protein	ENSG00000119699	7043	HGNC:11769
3521_16	TSH	Thyroid Stimulating Hormone	CGA|TSHB	multiple gene id	No	P01215|P01222	human	Protein	ENSG00000135346|ENSG00000134200	1081|12372	HGNC:12372|HGNC:1885
3522_57	Vasoactive Intestinal Peptide	Vasoactive Intestinal Peptide	VIP	NA	Yes	P01282	human	Protein	ENSG00000146469	7432	HGNC:12693
3525_1	No Protein	No protein	NA	Non-human protein	No	NA	human	Non-Biotin	NA	NA	NA
3525_2	No Protein	No protein	NA	Non-human protein	No	NA	human	Non-Biotin	NA	NA	NA
3525_3	No Protein	No protein	NA	Non-human protein	No	NA	human	Non-Biotin	NA	NA	NA
3525_4	No Protein	No protein	NA	Non-human protein	No	NA	human	Non-Biotin	NA	NA	NA
3534_14	CD40 ligand, soluble	CD40 ligand	CD40LG	NA	Yes	P29965	human	Protein	ENSG00000102245	959	HGNC:11935
3535_84	DKK1	Dickkopf-related protein 1	DKK1	NA	Yes	O94907	human	Protein	ENSG00000107984	22943	HGNC:2891
3538_26	dopa decarboxylase	Aromatic-L-amino-acid decarboxylase	DDC	NA	Yes	P20711	human	Protein	ENSG00000132437	1644	HGNC:2719
3554_24	Adiponectin	Adiponectin	ADIPOQ	NA	Yes	Q15848	human	Protein	ENSG00000181092	9370	HGNC:13633
3580_25	a1-Antitrypsin	Alpha-1-antitrypsin	SERPINA1	NA	Yes	P01009	human	Protein	ENSG00000197249	5265	HGNC:8941
3581_53	a2-HS-Glycoprotein	Alpha-2-HS-glycoprotein	AHSG	NA	Yes	P02765	human	Protein	ENSG00000145192	197	HGNC:349
3583_54	Arylsulfatase A	Arylsulfatase A	ARSA	NA	Yes	P15289	human	Protein	ENSG00000100299	410	HGNC:713
3585_54	BASI	Basigin	BSG	NA	Yes	P35613	human	Protein	ENSG00000172270	682	HGNC:1116
3587_53	BMP10	Bone morphogenetic protein 10	BMP10	NA	Yes	O95393	human	Protein	ENSG00000163217	27302	HGNC:20869
3592_4	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	NA	Yes	Q14012	human	Protein	ENSG00000134072	8536	HGNC:1459
3593_72	Caspase-3	Caspase-3	CASP3	NA	Yes	P42574	human	Protein	ENSG00000164305	836	HGNC:1504
3600_2	Chitotriosidase-1	Chitotriosidase-1	CHIT1	NA	Yes	Q13231	human	Protein	ENSG00000133063	1118	HGNC:1936
3603_60	CLC7A	C-type lectin domain family 7 member A	CLEC7A	NA	Yes	Q9BXN2	human	Protein	ENSG00000172243	64581	HGNC:14558
3605_77	MASP3	Mannan-binding lectin serine protease 1	MASP1	NA	Yes	P48740	human	Protein	ENSG00000127241	5648	HGNC:6901
3607_71	DKK3	Dickkopf-related protein 3	DKK3	NA	Yes	Q9UBP4	human	Protein	ENSG00000050165	27122	HGNC:2893
3616_3	GNS	N-acetylglucosamine-6-sulfatase	GNS	NA	Yes	P15586	human	Protein	ENSG00000135677	2799	HGNC:4422
3617_80	HGFA	Hepatocyte growth factor activator	HGFAC	NA	Yes	Q04756	human	Protein	ENSG00000109758	3083	HGNC:4894
3620_67	IL22RA1	Interleukin-22 receptor subunit alpha-1	IL22RA1	NA	Yes	Q8N6P7	human	Protein	ENSG00000142677	58985	HGNC:13700
3622_33	LGMN	Legumain	LGMN	NA	Yes	Q99538	human	Protein	ENSG00000100600	5641	HGNC:9472
3623_84	LY86	Lymphocyte antigen 86	LY86	NA	Yes	O95711	human	Protein	ENSG00000112799	9450	HGNC:16837
3627_71	MMEL2	Membrane metallo-endopeptidase-like 1	MMEL1	NA	Yes	Q495T6	human	Protein	ENSG00000142606	79258	HGNC:14668
3628_3	MP2K2	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	NA	Yes	P36507	human	Protein	ENSG00000126934	5605	HGNC:6842
3629_60	MRCKB	Serine/threonine-protein kinase MRCK beta	CDC42BPB	NA	Yes	Q9Y5S2	human	Protein	ENSG00000198752	9578	HGNC:1738
3630_27	Nectin-like protein 1	Cell adhesion molecule 3	CADM3	NA	Yes	Q8N126	human	Protein	ENSG00000162706	57863	HGNC:17601
3640_14	RAP	alpha-2-macroglobulin receptor-associated protein	LRPAP1	NA	Yes	P30533	human	Protein	ENSG00000163956	4043	HGNC:6701
3647_49	TLR4:MD-2 complex	Toll-like receptor 4:Lymphocyte antigen 96 complex	TLR4|LY96	multiple gene id	No	O00206|Q9Y6Y9	human	Protein	NA	7099|23643	HGNC:17156|HGNC:11850
3650_8	GFP_AEQVI	Green fluorescent protein_AEQVI	GFP	Non-human protein	No	P42212	aequorea victoria (jellyfish)	Non-Human	NA	NA	NA
3651_50	VEGF sR2	Vascular endothelial growth factor receptor 2	KDR	NA	Yes	P35968	human	Protein	ENSG00000128052	3791	HGNC:6307
3685_53	MFRP	Membrane frizzled-related protein	MFRP	NA	Yes	Q9BY79	human	Protein	ENSG00000235718	83552	HGNC:18121
3708_62	a2-Macroglobulin	Alpha-2-macroglobulin	A2M	NA	Yes	P01023	human	Protein	ENSG00000175899	2	HGNC:7
3710_49	Angiostatin	Angiostatin	PLG	NA	Yes	P00747	human	Protein	ENSG00000122194	5340	HGNC:9071
3714_49	CK-MB	Creatine kinase M-type:Creatine kinase B-type heterodimer	CKB|CKM	multiple gene id	No	P12277|P06732	human	Protein	ENSG00000166165|ENSG00000104879	1152|1158	HGNC:1991|HGNC:1994
3717_23	LUCI_PHOPY	Luciferin 4-monooxygenase_PHOPY	NA	Non-human protein	No	P08659	photinus pyralis (north american firefly)	Non-Human	NA	NA	NA
3719_2	p27Kip1	Cyclin-dependent kinase inhibitor 1B	CDKN1B	NA	Yes	P46527	human	Protein	ENSG00000111276	1027	HGNC:1785
3721_5	NOH4_RHIML	Nodulation protein H_NOH4	nodH	Non-human protein	No	P06237	rhizobium meliloti (ensifer meliloti) (sinorhizobium meliloti)	Non-Human	NA	NA	NA
3723_1	BNP-32	Brain natriuretic peptide 32	NPPB	NA	Yes	P16860	human	Protein	ENSG00000120937	4879	HGNC:7940
3724_64	EXE4_HELSU	Exendin-4_HELSU	NA	Non-human protein	No	P26349	heloderma suspectum (gila monster)	Non-Human	NA	NA	NA
3727_35	PYY	Peptide YY	PYY	NA	Yes	P10082	human	Protein	ENSG00000131096	5697	HGNC:9748
3728_52	Secretin	Secretin	SCT	NA	Yes	P09683	human	Protein	ENSG00000070031	6343	HGNC:10607
3730_81	TNR4	Tumor necrosis factor receptor superfamily member 4	TNFRSF4	NA	Yes	P43489	human	Protein	ENSG00000186827	7293	HGNC:11918
3738_54	CSF-1	Macrophage colony-stimulating factor 1	CSF1	NA	Yes	P09603	human	Protein	ENSG00000184371	1435	HGNC:2432
3742_78	NIGB_SAMNI	Nigrin b_SAMNI	NA	Non-human protein	No	P33183	sambucus nigra (european elder)	Non-Human	NA	NA	NA
3758_68	Activated Protein C	Activated Protein C	PROC	NA	Yes	P04070	human	Protein	ENSG00000115718	5624	HGNC:9451
3761_4	COX-2	Prostaglandin G/H synthase 2	PTGS2	NA	Yes	P35354	human	Protein	ENSG00000073756	5743	HGNC:9605
3773_15	sTie-2	Angiopoietin-1 receptor, soluble	TEK	NA	Yes	Q02763	human	Protein	ENSG00000120156	7010	HGNC:11724
3795_6	ADAM 9	Disintegrin and metalloproteinase domain-containing protein 9	ADAM9	NA	Yes	Q13443	human	Protein	ENSG00000168615	8754	HGNC:216
3796_79	ANGL4	Angiopoietin-related protein 4	ANGPTL4	NA	Yes	Q9BY76	human	Protein	ENSG00000167772	51129	HGNC:16039
3797_1	Cadherin-2	Cadherin-2	CDH2	NA	Yes	P19022	human	Protein	ENSG00000170558	1000	HGNC:1759
3798_71	Carbonic anhydrase 9	Carbonic anhydrase 9	CA9	NA	Yes	Q16790	human	Protein	ENSG00000107159	768	HGNC:1383
3799_11	Carbonic anhydrase III	Carbonic anhydrase 3	CA3	NA	Yes	P07451	human	Protein	ENSG00000164879	761	HGNC:1374
3800_71	CK-BB	Creatine kinase B-type	CKB	NA	Yes	P12277	human	Protein	ENSG00000166165	1152	HGNC:1991
3803_10	CYTD	Cystatin-D	CST5	NA	Yes	P28325	human	Protein	ENSG00000170367	1473	HGNC:2477
3805_16	Endocan	Endothelial cell-specific molecule 1	ESM1	NA	Yes	Q9NQ30	human	Protein	ENSG00000164283	11082	HGNC:3466
3806_55	EphA5	Ephrin type-A receptor 5	EPHA5	NA	Yes	P54756	human	Protein	ENSG00000145242	2044	HGNC:3389
3807_1	FGF23	Fibroblast growth factor 23	FGF23	NA	Yes	Q9GZV9	human	Protein	ENSG00000118972	8074	HGNC:3680
3808_76	FGFR-2	Fibroblast growth factor receptor 2	FGFR2	NA	Yes	P21802	human	Protein	ENSG00000066468	2263	HGNC:3689
3809_1	FGFR-3	Fibroblast growth factor receptor 3	FGFR3	NA	Yes	P22607	human	Protein	ENSG00000068078	2261	HGNC:3690
3810_50	FGR	Tyrosine-protein kinase Fgr	FGR	NA	Yes	P09769	human	Protein	ENSG00000000938	2268	HGNC:3697
3813_3	FYN	Tyrosine-protein kinase Fyn	FYN	NA	Yes	P06241	human	Protein	ENSG00000010810	2534	HGNC:4037
3815_14	IL-12 RB2	Interleukin-12 receptor subunit beta-2	IL12RB2	NA	Yes	Q99665	human	Protein	ENSG00000081985	3595	HGNC:5972
3817_18	KPCT	Protein kinase C theta type	PRKCQ	NA	Yes	Q04759	human	Protein	ENSG00000065675	5588	HGNC:9410
3820_68	MAPK2	MAP kinase-activated protein kinase 2	MAPKAPK2	NA	Yes	P49137	human	Protein	ENSG00000162889	9261	HGNC:6887
3821_28	MAPK5	MAP kinase-activated protein kinase 5	MAPKAPK5	NA	Yes	Q8IW41	human	Protein	ENSG00000089022	8550	HGNC:6889
3822_54	MAPKAPK3	MAP kinase-activated protein kinase 3	MAPKAPK3	NA	Yes	Q16644	human	Protein	ENSG00000114738	7867	HGNC:6888
3823_9	MATK	Megakaryocyte-associated tyrosine-protein kinase	MATK	NA	Yes	P42679	human	Protein	ENSG00000007264	4145	HGNC:6906
3825_18	MK08	Mitogen-activated protein kinase 8	MAPK8	NA	Yes	P45983	human	Protein	ENSG00000107643	5599	HGNC:6881
3827_22	PAK6	Serine/threonine-protein kinase PAK 6	PAK6	NA	Yes	Q9NQU5	human	Protein	ENSG00000137843	56924	HGNC:16061
3831_21	pTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	PTEN	NA	Yes	P60484	human	Protein	ENSG00000171862	5728	HGNC:9588
3832_51	PTK6	Protein-tyrosine kinase 6	PTK6	NA	Yes	Q13882	human	Protein	ENSG00000101213	5753	HGNC:9617
3835_11	TLR2	Toll-like receptor 2	TLR2	NA	Yes	O60603	human	Protein	ENSG00000137462	7097	HGNC:11848
3836_51	UFM1	Ubiquitin-fold modifier 1	UFM1	NA	Yes	P61960	human	Protein	ENSG00000120686	51569	HGNC:20597
3837_6	ZAP70	Tyrosine-protein kinase ZAP-70	ZAP70	NA	Yes	P43403	human	Protein	ENSG00000115085	7535	HGNC:12858
3839_60	AIP	AH receptor-interacting protein	AIP	NA	Yes	O00170	human	Protein	ENSG00000110711	9049	HGNC:358
3844_2	Cyclophilin A	Peptidyl-prolyl cis-trans isomerase A	PPIA	NA	Yes	P62937	human	Protein	ENSG00000196262	5478	HGNC:9253
3845_51	DLRB1	Dynein light chain roadblock-type 1	DYNLRB1	NA	Yes	Q9NP97	human	Protein	ENSG00000125971	83658	HGNC:15468
3847_56	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	NA	Yes	O95571	human	Protein	ENSG00000105755	23474	HGNC:23287
3848_14	GAPDH, liver	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	NA	Yes	P04406	human	Protein	ENSG00000111640	2597	HGNC:4141
3849_56	GFP_AEQVI	Green fluorescent protein_AEQVI	GFP	Non-human protein	No	P42212	aequorea victoria (jellyfish)	Non-Human	NA	NA	NA
3852_19	HSP 40	DnaJ homolog subfamily B member 1	DNAJB1	NA	Yes	P25685	human	Protein	ENSG00000132002	3337	HGNC:5270
3853_56	MDHC	Malate dehydrogenase, cytoplasmic	MDH1	NA	Yes	P40925	human	Protein	ENSG00000014641	4190	HGNC:6970
3854_24	NACA	Nascent polypeptide-associated complex subunit alpha	NACA	NA	Yes	Q13765	human	Protein	ENSG00000196531	4666	HGNC:7629
3855_56	Peroxiredoxin-1	Peroxiredoxin-1	PRDX1	NA	Yes	Q06830	human	Protein	ENSG00000117450	5052	HGNC:9352
3858_5	PPAC	Low molecular weight phosphotyrosine protein phosphatase	ACP1	NA	Yes	P24666	human	Protein	ENSG00000143727	52	HGNC:122
3859_50	PSA1	Proteasome subunit alpha type-1	PSMA1	NA	Yes	P25786	human	Protein	ENSG00000129084	5682	HGNC:9530
3860_7	PSA6	Proteasome subunit alpha type-6	PSMA6	NA	Yes	P60900	human	Protein	ENSG00000100902	5687	HGNC:9535
3864_5	RS7	40S ribosomal protein S7	RPS7	NA	Yes	P62081	human	Protein	ENSG00000171863	6201	HGNC:10440
3866_7	SBDS	Ribosome maturation protein SBDS	SBDS	NA	Yes	Q9Y3A5	human	Protein	ENSG00000126524	51119	HGNC:19440
3867_49	SE6L2	Seizure 6-like protein 2	SEZ6L2	NA	Yes	Q6UXD5	human	Protein	ENSG00000174938	26470	HGNC:30844
3868_8	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	NA	Yes	O43765	human	Protein	ENSG00000104969	6449	HGNC:10819
3872_2	TCTP	Translationally-controlled tumor protein	TPT1	NA	Yes	P13693	human	Protein	ENSG00000133112	7178	HGNC:12022
3873_51	TMA	Thyroid peroxidase	TPO	NA	Yes	P07202	human	Protein	ENSG00000115705	7173	HGNC:12015
3874_8	UB2L3	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	NA	Yes	P68036	human	Protein	ENSG00000185651	7332	HGNC:12488
