SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
7057_18	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7059_14	LIRA6	Leukocyte immunoglobulin-like receptor subfamily A member 6	LILRA6	NA	Yes	Q6PI73	human	Protein	ENSG00000244482	11025	HGNC:15495
7060_2	ERO1A	ERO1-like protein alpha	ERO1L	NA	Yes	Q96HE7	human	Protein	ENSG00000197930	30001	HGNC:13280
7064_2	VAMP8	Vesicle-associated membrane protein 8	VAMP8	NA	Yes	Q9BV40	human	Protein	ENSG00000118640	8673	HGNC:12647
7065_1	G6B	Protein G6b	G6B	NA	Yes	O95866	human	Protein	ENSG00000230060	80739	HGNC:13937
7066_199	F209B	Protein FAM209B	FAM209B	NA	Yes	Q5JX69	human	Protein	ENSG00000213714	388799	HGNC:16101
7069_9	TSNA1	t-SNARE domain-containing protein 1	TSNARE1	NA	Yes	Q96NA8	human	Protein	ENSG00000171045	203062	HGNC:26437
7070_25	KELL	Kell blood group glycoprotein	KEL	NA	Yes	P23276	human	Protein	ENSG00000197993	3792	HGNC:6308
7071_23	MA1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	MAN1B1	NA	Yes	Q9UKM7	human	Protein	ENSG00000177239	11253	HGNC:6823
7073_69	CV015	Uncharacterized protein C22orf15	C22orf15	NA	Yes	Q8WYQ4	human	Protein	ENSG00000169314	150248	HGNC:15558
7076_17	ECEL1	Endothelin-converting enzyme-like 1	ECEL1	NA	Yes	O95672	human	Protein	ENSG00000171551	9427	HGNC:3147
7077_9	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7081_2	BT3A1	Butyrophilin subfamily 3 member A1	BTN3A1	NA	Yes	O00481	human	Protein	ENSG00000026950	11119	HGNC:1138
7082_2	B3GN6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GNT6	NA	Yes	Q6ZMB0	human	Protein	ENSG00000198488	11041	HGNC:24141
7083_74	MATN4	Matrilin-4	MATN4	NA	Yes	O95460	human	Protein	ENSG00000124159	8785	HGNC:6910
7084_1	DRAXI	Draxin	DRAXIN	NA	Yes	Q8NBI3	human	Protein	ENSG00000162490	374946	HGNC:25054
7085_81	CDSN	Corneodesmosin	CDSN	NA	Yes	Q15517	human	Protein	ENSG00000237165	1041	HGNC:1802
7089_42	SYT11	Synaptotagmin-11	SYT11	NA	Yes	Q9BT88	human	Protein	ENSG00000132718	23208	HGNC:19239
7090_17	GALT1	Polypeptide N-acetylgalactosaminyltransferase 1	GALNT1	NA	Yes	Q10472	human	Protein	ENSG00000141429	2589	HGNC:4123
7092_7	PDILT	Protein disulfide-isomerase-like protein of the testis	PDILT	NA	Yes	Q8N807	human	Protein	ENSG00000169340	204474	HGNC:27338
7096_30	RMD1	Regulator of microtubule dynamics protein 1	RMDN1	NA	Yes	Q96DB5	human	Protein	ENSG00000176623	51115	HGNC:24285
7097_8	CDY1	Testis-specific chromodomain protein Y 1	CDY1	NA	Yes	Q9Y6F8	human	Protein	ENSG00000172352	9085	HGNC:1809
7099_33	FSTL5	Follistatin-related protein 5	FSTL5	NA	Yes	Q8N475	human	Protein	ENSG00000168843	56884	HGNC:21386
7100_31	CD2	T-cell surface antigen CD2	CD2	NA	Yes	P06729	human	Protein	ENSG00000116824	914	HGNC:1639
7104_71	CABP7	Calcium-binding protein 7	CABP7	NA	Yes	Q86V35	human	Protein	ENSG00000100314	164633	HGNC:20834
7105_7	CABL2	CDK5 and ABL1 enzyme substrate 2	CABLES2	NA	Yes	Q9BTV7	human	Protein	ENSG00000149679	81928	HGNC:16143
7106_37	PLACL	Oocyte-secreted protein 2	OOSP2	NA	Yes	Q86WS3	human	Protein	ENSG00000149507	219990	HGNC:26699
7108_7	CS077	Small integral membrane protein 24	SMIM24	NA	Yes	O75264	human	Protein	ENSG00000095932	284422	HGNC:37244
7110_2	DJB11	DnaJ homolog subfamily B member 11	DNAJB11	NA	Yes	Q9UBS4	human	Protein	ENSG00000090520	51726	HGNC:14889
7113_1	GRPE1	GrpE protein homolog 1, mitochondrial	GRPEL1	NA	Yes	Q9HAV7	human	Protein	ENSG00000109519	80273	HGNC:19696
7115_5	Semenogelin	Semenogelin-1	SEMG1	NA	Yes	P04279	human	Protein	ENSG00000124233	6406	HGNC:10742
7116_31	OSCAR	Osteoclast-associated immunoglobulin-like receptor	OSCAR	NA	Yes	Q8IYS5	human	Protein	ENSG00000170909	126014	HGNC:29960
7117_21	SPI2	Serpin I2	SERPINI2	NA	Yes	O75830	human	Protein	ENSG00000114204	5276	HGNC:8945
7118_24	IGDC3	Immunoglobulin superfamily DCC subclass member 3	IGDCC3	NA	Yes	Q8IVU1	human	Protein	ENSG00000174498	9543	HGNC:9700
7121_2	SYT7	Synaptotagmin-7	SYT7	NA	Yes	O43581	human	Protein	ENSG00000011347	9066	HGNC:11514
7123_25	RM52	39S ribosomal protein L52, mitochondrial	MRPL52	NA	Yes	Q86TS9	human	Protein	ENSG00000172590	122704	HGNC:16655
7124_18	IL-21	Interleukin-21	IL21	NA	Yes	Q9HBE4	human	Protein	ENSG00000138684	59067	HGNC:6005
7125_4	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7127_3	Apo A-II	Apolipoprotein A-II	APOA2	NA	Yes	P02652	human	Protein	ENSG00000158874	336	HGNC:601
7128_9	VWA2	von Willebrand factor A domain-containing protein 2	VWA2	NA	Yes	Q5GFL6	human	Protein	ENSG00000165816	340706	HGNC:24709
7130_4	LAIR2	Leukocyte-associated immunoglobulin-like receptor 2	LAIR2	NA	Yes	Q6ISS4	human	Protein	ENSG00000167618	3904	HGNC:6478
7131_207	Tenascin	Tenascin	TNC	Tenascin binding	No	P24821	human	Protein	ENSG00000041982	3371	HGNC:5318
7132_55	C1QL4	Complement C1q-like protein 4	C1QL4	NA	Yes	Q86Z23	human	Protein	ENSG00000186897	338761	HGNC:31416
7136_7	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7137_8	MSRA	Mitochondrial peptide methionine sulfoxide reductase	MSRA	NA	Yes	Q9UJ68	human	Protein	ENSG00000175806	4482	HGNC:7377
7139_14	SLIK4	SLIT and NTRK-like protein 4	SLITRK4	NA	Yes	Q8IW52	human	Protein	ENSG00000179542	139065	HGNC:23502
7140_1	ELA2A	Chymotrypsin-like elastase family member 2A	CELA2A	NA	Yes	P08217	human	Protein	ENSG00000142615	63036	HGNC:24609
7141_21	MGT4B	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MGAT4B	NA	Yes	Q9UQ53	human	Protein	ENSG00000161013	11282	HGNC:7048
7142_5	CBPN	Carboxypeptidase N catalytic chain	CPN1	NA	Yes	P15169	human	Protein	ENSG00000120054	1584	HGNC:2312
7143_9	GNT2C	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C	GCNT2	NA	Yes	Q8NFS9	human	Protein	ENSG00000111846	2651	HGNC:4204
7144_234	KAZD1	Kazal-type serine protease inhibitor domain-containing protein 1	KAZALD1	NA	Yes	Q96I82	human	Protein	ENSG00000107821	81621	HGNC:25460
7145_1	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	ITIH3	NA	Yes	Q06033	human	Protein	ENSG00000162267	3699	HGNC:6168
7146_16	PDIA4	Protein disulfide-isomerase A4	PDIA4	NA	Yes	P13667	human	Protein	ENSG00000155660	9601	HGNC:30167
7147_35	WFDC8	WAP four-disulfide core domain protein 8	WFDC8	NA	Yes	Q8IUA0	human	Protein	ENSG00000158901	90199	HGNC:16163
7148_42	F173A	Protein FAM173A	FAM173A	NA	Yes	Q9BQD7	human	Protein	ENSG00000103254	65990	HGNC:14152
7153_66	NGRN	Neugrin	NGRN	NA	Yes	Q9NPE2	human	Protein	ENSG00000182768	51335	HGNC:18077
7154_92	CF058	Protein LEG1 homolog	LEG1	NA	Yes	Q6P5S2	human	Protein	ENSG00000184530	352999	HGNC:20960
7155_46	C4b-binding protein beta chain	C4b-binding protein beta chain	C4BPB	NA	Yes	P20851	human	Protein	ENSG00000123843	725	HGNC:1328
7156_2	FUT10	Alpha-(1,3)-fucosyltransferase 10	FUT10	NA	Yes	Q6P4F1	human	Protein	ENSG00000172728	84750	HGNC:19234
7157_22	PCDA4	Protocadherin alpha-4	PCDHA4	NA	Yes	Q9UN74	human	Protein	NA	56144	HGNC:8670
7161_25	G6PE	GDH/6PGL endoplasmic bifunctional protein	H6PD	NA	Yes	O95479	human	Protein	ENSG00000049239	9563	HGNC:4795
7163_26	lacritin	Extracellular glycoprotein lacritin	LACRT	NA	Yes	Q9GZZ8	human	Protein	ENSG00000135413	90070	HGNC:16430
7167_102	VAPA	Vesicle-associated membrane protein-associated protein A	VAPA	NA	Yes	Q9P0L0	human	Protein	ENSG00000101558	9218	HGNC:12648
7173_141	T132C	Transmembrane protein 132C	TMEM132C	NA	Yes	Q8N3T6	human	Protein	ENSG00000181234	92293	HGNC:25436
7175_4	PCDG2	Protocadherin gamma-A2	PCDHGA2	NA	Yes	Q9Y5H1	human	Protein	ENSG00000081853	56113	HGNC:8700
7178_59	DEPP	Protein DEPP	DEPP	NA	Yes	Q9NTK1	human	Protein	ENSG00000165507	11067	HGNC:23355
7179_69	NFASC	Neurofascin	NFASC	NA	Yes	O94856	human	Protein	ENSG00000163531	23114	HGNC:29866
7180_114	IFN14	Interferon alpha-14	IFNA14	NA	Yes	P01570	human	Protein	ENSG00000228083	3448	HGNC:5420
7181_17	VAPB	Vesicle-associated membrane protein-associated protein B/C	VAPB	NA	Yes	O95292	human	Protein	ENSG00000124164	9217	HGNC:12649
7183_102	TD26	Angiopoietin-like protein 8	C19orf80	NA	Yes	Q6UXH0	human	Protein	ENSG00000130173	55908	HGNC:24933
7184_13	CEAM7	Carcinoembryonic antigen-related cell adhesion molecule 7	CEACAM7	NA	Yes	Q14002	human	Protein	ENSG00000007306	1087	HGNC:1819
7185_29	GPV	Platelet glycoprotein V	GP5	NA	Yes	P40197	human	Protein	ENSG00000178732	2814	HGNC:4443
7186_111	STX3	Syntaxin-3	STX3	NA	Yes	Q13277	human	Protein	ENSG00000166900	6809	HGNC:11438
7187_3	PPM1L	Protein phosphatase 1L	PPM1L	NA	Yes	Q5SGD2	human	Protein	ENSG00000163590	151742	HGNC:16381
7189_55	CHST3	Carbohydrate sulfotransferase 3	CHST3	NA	Yes	Q7LGC8	human	Protein	ENSG00000122863	9469	HGNC:1971
7191_32	SLMAP	Sarcolemmal membrane-associated protein	SLMAP	NA	Yes	Q14BN4	human	Protein	ENSG00000163681	7871	HGNC:16643
7192_37	CRF2-12	Interferon lambda receptor 1	IFNLR1	NA	Yes	Q8IU57	human	Protein	ENSG00000185436	163702	HGNC:18584
7193_98	PCDC1	Protocadherin alpha-C1	PCDHAC1	NA	Yes	Q9H158	human	Protein	NA	56135	HGNC:8676
7194_36	NPTN	Neuroplastin	NPTN	NA	Yes	Q9Y639	human	Protein	ENSG00000156642	27020	HGNC:17867
7196_21	IFN-w	Interferon omega-1	IFNW1	NA	Yes	P05000	human	Protein	ENSG00000177047	3467	HGNC:5448
7197_2	DJC15	DnaJ homolog subfamily C member 15	DNAJC15	NA	Yes	Q9Y5T4	human	Protein	ENSG00000120675	29103	HGNC:20325
7198_197	FA20B	Glycosaminoglycan xylosylkinase	FAM20B	NA	Yes	O75063	human	Protein	ENSG00000116199	9917	HGNC:23017
7199_3	SYN3	Synapsin-3	SYN3	NA	Yes	O14994	human	Protein	ENSG00000185666	8224	HGNC:11496
7200_4	LRFN2	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	LRFN2	NA	Yes	Q9ULH4	human	Protein	ENSG00000156564	57497	HGNC:21226
7201_5	ISCU	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	ISCU	NA	Yes	Q9H1K1	human	Protein	ENSG00000136003	23479	HGNC:29882
7202_107	SEMA6C	Semaphorin-6C	SEMA6C	NA	Yes	Q9H3T2	human	Protein	ENSG00000143434	10500	HGNC:10740
7203_125	RFNG	Beta-1,3-N-acetylglucosaminyltransferase radical fringe	RFNG	NA	Yes	Q9Y644	human	Protein	ENSG00000169733	5986	HGNC:9974
7204_1	CEA21	Carcinoembryonic antigen-related cell adhesion molecule 21	CEACAM21	NA	Yes	Q3KPI0	human	Protein	ENSG00000007129	90273	HGNC:28834
7206_20	F16P1	Fructose-1,6-bisphosphatase 1	FBP1	NA	Yes	P09467	human	Protein	ENSG00000165140	2203	HGNC:3606
7207_4	RED	Protein Red	IK	NA	Yes	Q13123	human	Protein	ENSG00000113141	3550	HGNC:5958
7208_60	MGT4C	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	MGAT4C	NA	Yes	Q9UBM8	human	Protein	ENSG00000182050	25834	HGNC:30871
7210_25	Amyloid-like protein 1	Amyloid-like protein 1	APLP1	NA	Yes	P51693	human	Protein	ENSG00000105290	333	HGNC:597
7211_2	RNase 1	Ribonuclease pancreatic	RNASE1	NA	Yes	P07998	human	Protein	ENSG00000129538	6035	HGNC:10044
7215_18	NADH-cytochrome b5 reductase	NADH-cytochrome b5 reductase 3	CYB5R3	NA	Yes	P00387	human	Protein	ENSG00000100243	1727	HGNC:2873
7218_87	AT1B2	Sodium/potassium-transporting ATPase subunit beta-2	ATP1B2	NA	Yes	P14415	human	Protein	ENSG00000129244	482	HGNC:805
7219_152	HSP 70	Heat shock 70 kDa protein 1A	HSPA1A	HSP 70 binding	No	P0DMV8	human	Protein	ENSG00000232804	3303	HGNC:5232
7221_56	CKAP4	Cytoskeleton-associated protein 4	CKAP4	NA	Yes	Q07065	human	Protein	ENSG00000136026	10970	HGNC:16991
7223_60	S100A13	Protein S100-A13	S100A13	NA	Yes	Q99584	human	Protein	ENSG00000189171	6284	HGNC:10490
7224_11	TRAT1	T-cell receptor-associated transmembrane adapter 1	TRAT1	NA	Yes	Q6PIZ9	human	Protein	ENSG00000163519	50852	HGNC:30698
7225_51	MMGT1	Membrane magnesium transporter 1	MMGT1	NA	Yes	Q8N4V1	human	Protein	ENSG00000169446	93380	HGNC:28100
7227_75	COCH	Cochlin	COCH	NA	Yes	O43405	human	Protein	ENSG00000100473	1690	HGNC:2180
7228_2	SIA7F	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	ST6GALNAC6	NA	Yes	Q969X2	human	Protein	ENSG00000160408	30815	HGNC:23364
7231_37	TM11A	Transmembrane protease serine 11A	TMPRSS11A	NA	Yes	Q6ZMR5	human	Protein	ENSG00000187054	339967	HGNC:27954
7233_73	P2RX6	P2X purinoceptor 6	P2RX6	NA	Yes	O15547	human	Protein	ENSG00000099957	9127	HGNC:8538
7234_12	GT252	Procollagen galactosyltransferase 2	COLGALT2	NA	Yes	Q8IYK4	human	Protein	ENSG00000198756	23127	HGNC:16790
7240_2	MBTP1	Membrane-bound transcription factor site-1 protease	MBTPS1	NA	Yes	Q14703	human	Protein	ENSG00000140943	8720	HGNC:15456
7242_14	CJ072	V-set and transmembrane domain-containing protein 4	VSTM4	NA	Yes	Q8IW00	human	Protein	ENSG00000165633	196740	HGNC:26470
7244_16	TM149	IGF-like family receptor 1	IGFLR1	NA	Yes	Q9H665	human	Protein	ENSG00000126246	79713	HGNC:23620
7245_2	CELF2	CUGBP Elav-like family member 2	CELF2	NA	Yes	O95319	human	Protein	ENSG00000048740	10659	HGNC:2550
7246_4	FREM2	FRAS1-related extracellular matrix protein 2	FREM2	NA	Yes	Q5SZK8	human	Protein	ENSG00000150893	341640	HGNC:25396
7247_1	GORAB	RAB6-interacting golgin	GORAB	NA	Yes	Q5T7V8	human	Protein	ENSG00000120370	92344	HGNC:25676
7249_307	B2L10	Bcl-2-like protein 10	BCL2L10	NA	Yes	Q9HD36	human	Protein	ENSG00000137875	10017	HGNC:993
7251_64	C1QT3	Complement C1q tumor necrosis factor-related protein 3	C1QTNF3	NA	Yes	Q9BXJ4	human	Protein	ENSG00000082196	114899	HGNC:14326
7253_6	QKI	Protein quaking	QKI	NA	Yes	Q96PU8	human	Protein	ENSG00000112531	9444	HGNC:21100
7257_18	TIP39	Tuberoinfundibular peptide of 39 residues	PTH2	NA	Yes	Q96A98	human	Protein	ENSG00000142538	113091	HGNC:30828
7258_5	EMBP	Bone marrow proteoglycan	PRG2	NA	Yes	P13727	human	Protein	ENSG00000186652	5553	HGNC:9362
7262_191	CHSTE	Carbohydrate sulfotransferase 14	CHST14	NA	Yes	Q8NCH0	human	Protein	ENSG00000169105	113189	HGNC:24464
7265_32	OSTN	Osteocrin	OSTN	NA	Yes	P61366	human	Protein	ENSG00000188729	344901	HGNC:29961
7266_4	SPA9	Serpin A9	SERPINA9	NA	Yes	Q86WD7	human	Protein	ENSG00000170054	327657	HGNC:15995
7267_2	LCB2	Serine palmitoyltransferase 2	SPTLC2	NA	Yes	O15270	human	Protein	ENSG00000100596	9517	HGNC:11278
7551_33	LRC32	Leucine-rich repeat-containing protein 32	LRRC32	NA	Yes	Q14392	human	Protein	ENSG00000137507	2615	HGNC:4161
7624_19	ANK2	Ankyrin-2	ANK2	NA	Yes	Q01484	human	Protein	ENSG00000145362	287	HGNC:493
7625_27	14-3-3 protein theta	14-3-3 protein theta	YWHAQ	NA	Yes	P27348	human	Protein	ENSG00000134308	10971	HGNC:12854
7628_40	CREL1	Cysteine-rich with EGF-like domain protein 1	CRELD1	NA	Yes	Q96HD1	human	Protein	ENSG00000163703	78987	HGNC:14630
7638_30	Lectin, mannose-binding 2	Vesicular integral-membrane protein VIP36	LMAN2	NA	Yes	Q12907	human	Protein	ENSG00000169223	10960	HGNC:16986
7648_9	MYPC1	Myosin-binding protein C, slow-type	MYBPC1	NA	Yes	Q00872	human	Protein	ENSG00000196091	4604	HGNC:7549
7655_11	N-terminal pro-BNP	N-terminal pro-BNP	NPPB	NA	Yes	P16860	human	Protein	ENSG00000120937	4879	HGNC:7940
7696_3	NBR1	Next to BRCA1 gene 1 protein	NBR1	NA	Yes	Q14596	human	Protein	ENSG00000188554	4077	HGNC:6746
7713_102	FMR1	Fragile X mental retardation protein 1	FMR1	NA	Yes	Q06787	human	Protein	ENSG00000102081	2332	HGNC:3775
7717_95	CFTR	Cystic fibrosis transmembrane conductance regulator	CFTR	NA	Yes	P13569	human	Protein	ENSG00000001626	1080	HGNC:1884
7732_45	VAMP4	Vesicle-associated membrane protein 4	VAMP4	NA	Yes	O75379	human	Protein	ENSG00000117533	8674	HGNC:12645
7736_28	OPALI	Opalin	OPALIN	NA	Yes	Q96PE5	human	Protein	ENSG00000197430	93377	HGNC:20707
7737_76	ITB6	Integrin beta-6	ITGB6	NA	Yes	P18564	human	Protein	ENSG00000115221	3694	HGNC:6161
7738_299	STX2	Syntaxin-2	STX2	NA	Yes	P32856	human	Protein	ENSG00000111450	2054	HGNC:3403
7740_33	FATE1	Fetal and adult testis-expressed transcript protein	FATE1	NA	Yes	Q969F0	human	Protein	ENSG00000147378	89885	HGNC:24683
7741_111	RTF1	RNA polymerase-associated protein RTF1 homolog	RTF1	NA	Yes	Q92541	human	Protein	ENSG00000137815	23168	HGNC:28996
7742_11	RN148	RING finger protein 148	RNF148	NA	Yes	Q8N7C7	human	Protein	ENSG00000235631	378925	HGNC:22411
7743_5	TIM50	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50	NA	Yes	Q3ZCQ8	human	Protein	ENSG00000105197	92609	HGNC:23656
7745_3	ZCD1	CDGSH iron-sulfur domain-containing protein 1	CISD1	NA	Yes	Q9NZ45	human	Protein	ENSG00000122873	55847	HGNC:30880
7746_230	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7747_47	NDUBB	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11	NA	Yes	Q9NX14	human	Protein	ENSG00000147123	54539	HGNC:20372
7748_11	NDUV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	NA	Yes	P19404	human	Protein	ENSG00000178127	4729	HGNC:7717
7751_121	SARP-1	Secreted frizzled-related protein 2	SFRP2	NA	Yes	Q96HF1	human	Protein	ENSG00000145423	6423	HGNC:10777
7752_31	CLC4D	C-type lectin domain family 4 member D	CLEC4D	NA	Yes	Q8WXI8	human	Protein	ENSG00000166527	338339	HGNC:14554
7753_21	HTAI2	Oxidoreductase HTATIP2	HTATIP2	NA	Yes	Q9BUP3	human	Protein	ENSG00000109854	10553	HGNC:16637
7754_11	JAG1	Protein jagged-1	JAG1	NA	Yes	P78504	human	Protein	ENSG00000101384	182	HGNC:6188
7755_37	ITB5	Integrin beta-5	ITGB5	NA	Yes	P18084	human	Protein	ENSG00000082781	3693	HGNC:6160
7757_5	DQA2	HLA class II histocompatibility antigen, DQ alpha 2 chain	HLA-DQA2	NA	Yes	P01906	human	Protein	ENSG00000223793	3118	HGNC:4943
7758_217	RN215	RING finger protein 215	RNF215	NA	Yes	Q9Y6U7	human	Protein	ENSG00000099999	200312	HGNC:33434
7761_125	CHKB	Choline/ethanolamine kinase	CHKB	NA	Yes	Q9Y259	human	Protein	ENSG00000100288	1120	HGNC:1938
7762_30	SNN	Stannin	SNN	NA	Yes	O75324	human	Protein	ENSG00000184602	8303	HGNC:11149
7763_25	Cadherin-11	Cadherin-11	CDH11	NA	Yes	P55287	human	Protein	ENSG00000140937	1009	HGNC:1750
7765_15	ITM2A	Integral membrane protein 2A	ITM2A	NA	Yes	O43736	human	Protein	ENSG00000078596	9452	HGNC:6173
7766_25	ZP4	Zona pellucida sperm-binding protein 4	ZP4	NA	Yes	Q12836	human	Protein	ENSG00000116996	57829	HGNC:15770
7767_1	CF126	Colipase-like protein 2	CLPSL2	NA	Yes	Q6UWE3	human	Protein	ENSG00000196748	389383	HGNC:21250
7769_29	3BP2	SH3 domain-binding protein 2	SH3BP2	NA	Yes	P78314	human	Protein	ENSG00000087266	6452	HGNC:10825
7770_25	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	NFU1	NA	Yes	Q9UMS0	human	Protein	ENSG00000169599	27247	HGNC:16287
7773_20	KI2L2	Killer cell immunoglobulin-like receptor 2DL2	KIR2DL2	NA	Yes	P43627	human	Protein	NA	3803	HGNC:6330
7776_20	UNC5B	Netrin receptor UNC5B	UNC5B	NA	Yes	Q8IZJ1	human	Protein	ENSG00000107731	219699	HGNC:12568
7778_104	BINCA	Caspase recruitment domain-containing protein 19	C9orf89	NA	Yes	Q96LW7	human	Protein	ENSG00000165233	84270	HGNC:28148
7779_86	CHSTB	Carbohydrate sulfotransferase 11	CHST11	NA	Yes	Q9NPF2	human	Protein	ENSG00000171310	50515	HGNC:17422
7782_34	EP3B	Epididymal secretory protein E3-beta	EDDM3B	NA	Yes	P56851	human	Protein	ENSG00000181552	64184	HGNC:19223
7784_1	Kininogen, HMW	Kininogen-1	KNG1	NA	Yes	P01042	human	Protein	ENSG00000113889	3827	HGNC:6383
7785_1	Ephrin-B3	Ephrin-B3	EFNB3	NA	Yes	Q15768	human	Protein	ENSG00000108947	1949	HGNC:3228
7786_83	CLC2B	C-type lectin domain family 2 member B	CLEC2B	NA	Yes	Q92478	human	Protein	ENSG00000110852	9976	HGNC:2053
7787_25	LIRA5	Leukocyte immunoglobulin-like receptor subfamily A member 5	LILRA5	NA	Yes	A6NI73	human	Protein	ENSG00000262800	353514	HGNC:16309
7788_1	CF6	ATP synthase-coupling factor 6, mitochondrial	ATP5J	NA	Yes	P18859	human	Protein	ENSG00000154723	522	HGNC:847
7789_182	PRDX4	Peroxiredoxin-4	PRDX4	NA	Yes	Q13162	human	Protein	ENSG00000123131	10549	HGNC:17169
7790_21	LIF	Leukemia inhibitory factor	LIF	NA	Yes	P15018	human	Protein	ENSG00000128342	3976	HGNC:6596
7792_58	CC90B	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B	NA	Yes	Q9GZT6	human	Protein	ENSG00000137500	60492	HGNC:28108
7795_14	NKG2E	NKG2-E type II integral membrane protein	KLRC3	NA	Yes	Q07444	human	Protein	ENSG00000205810	3823	HGNC:6376
7796_10	CD79A	B-cell antigen receptor complex-associated protein alpha chain	CD79A	NA	Yes	P11912	human	Protein	ENSG00000105369	973	HGNC:1698
7797_11	CC167	Coiled-coil domain-containing protein 167	CCDC167	NA	Yes	Q9P0B6	human	Protein	ENSG00000198937	154467	HGNC:21239
7800_85	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7801_30	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7802_53	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7803_4	CHST1	Carbohydrate sulfotransferase 1	CHST1	NA	Yes	O43916	human	Protein	ENSG00000175264	8534	HGNC:1969
7805_52	GOS-28	Golgi SNAP receptor complex member 1	GOSR1	NA	Yes	O95249	human	Protein	ENSG00000108587	9527	HGNC:4430
7806_33	B4GT7	Beta-1,4-galactosyltransferase 7	B4GALT7	NA	Yes	Q9UBV7	human	Protein	ENSG00000027847	11285	HGNC:930
7808_5	GLCE	D-glucuronyl C5-epimerase	GLCE	NA	Yes	O94923	human	Protein	ENSG00000138604	26035	HGNC:17855
7809_22	SPAT9	Spermatogenesis-associated protein 9	SPATA9	NA	Yes	Q9BWV2	human	Protein	ENSG00000145757	83890	HGNC:22988
7810_20	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	C1QTNF5	NA	Yes	Q9BXJ0	human	Protein	ENSG00000223953	114902	HGNC:14344
7813_6	Alkaline phosphatase, placental	Alkaline phosphatase, placental type	ALPP	multiple gene id	No	P05187	human	Protein	ENSG00000163283|ENSG00000163286	250	HGNC:439
7815_49	IBPL1	Insulin-like growth factor-binding protein-like 1	IGFBPL1	NA	Yes	Q8WX77	human	Protein	ENSG00000137142	347252	HGNC:20081
7816_23	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7817_36	Fc_MOUSE	NA	NA	Non-human protein	No	NA	mouse	Protein	NA	NA	NA
7818_101	GBP6	Guanylate-binding protein 6	GBP6	NA	Yes	Q6ZN66	human	Protein	ENSG00000183347	163351	HGNC:25395
7821_6	C1D	Nuclear nucleic acid-binding protein C1D	C1D	NA	Yes	Q13901	human	Protein	ENSG00000197223	10438	HGNC:29911
7822_11	HRSL2	HRAS-like suppressor 2	HRASLS2	NA	Yes	Q9NWW9	human	Protein	ENSG00000133328	54979	HGNC:17824
7823_22	SIA7B	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ST6GALNAC2	NA	Yes	Q9UJ37	human	Protein	ENSG00000070731	10610	HGNC:10867
7824_88	MSRB3	Methionine-R-sulfoxide reductase B3	MSRB3	NA	Yes	Q8IXL7	human	Protein	ENSG00000174099	253827	HGNC:27375
7825_7	ABD12	Monoacylglycerol lipase ABHD12	ABHD12	NA	Yes	Q8N2K0	human	Protein	ENSG00000100997	26090	HGNC:15868
7826_1	DCLK3	Serine/threonine-protein kinase DCLK3	DCLK3	NA	Yes	Q9C098	human	Protein	ENSG00000163673	85443	HGNC:19005
7827_20	ADA32	Disintegrin and metalloproteinase domain-containing protein 32	ADAM32	NA	Yes	Q8TC27	human	Protein	ENSG00000197140	203102	HGNC:15479
7835_2	BNI3L	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	BNIP3L	NA	Yes	O60238	human	Protein	ENSG00000104765	665	HGNC:1085
